JID,CID,Smiles,Carbon,Fluorine,Chlorine,Bromine,Iodine,Sulfur,Phosphorous,Acyclic nitrogen,Cyclic nitrogen,Acyclic oxygen,Cyclic oxygen,Heavy atoms,Acyclic single bonds,Acyclic double bonds,Acyclic triple bonds,Cyclic single bonds,Cyclic double bonds,Cyclic triple bonds,Rotable bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond donor sites,H-bond donor atoms,Negative charges,Positive charges,Acyclic single valent nodes,Acyclic divalent nodes,Acyclic trivalent nodes,Acyclic tetravalent nodes,Cyclic divalent nodes,Cyclic trivalent nodes,Cyclic tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>= 10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,Functional groups
103,138491847,C1=CC(=C(N=C1)CC=O)N,7,0,0,0,0,0,0,1,1,1,0,10,3,1,0,3,3,0,2,4,3,2,1,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Aldehyde'; 'Amine']
104,130948853,CCC=CCN=C(N)NN,6,0,0,0,0,0,0,4,0,0,0,10,7,2,0,0,0,0,3,4,4,5,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
105,88723377,CC(C#N)O/C=C/C(=O)O,6,0,0,0,0,0,0,1,0,3,0,10,6,2,1,0,0,0,3,7,4,1,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid'; 'Nitrile']
106,59688991,CN1C(=O)C(NC1=O)CO,5,0,0,0,0,0,0,0,2,3,0,10,3,2,0,5,0,0,1,8,5,2,2,0,0,4,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide']
107,54594787,C1=COC2=C1SC(=C2)CN,7,0,0,0,0,1,0,1,0,0,1,10,2,0,0,5,4,0,1,3,2,2,1,0,0,1,1,0,0,5,3,0,0,0,2,0,0,0,0,0,2,1,['Alkane'; 'Amine']
108,149968681,CC1N=CN(N1C)N=[N+]=[N-],4,0,0,0,0,0,0,3,3,0,0,10,3,2,0,4,1,0,1,6,6,0,0,1,1,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Azo']
109,150651046,C1=C(NN(C1=S)S)N=[N+]=[N-],3,0,0,0,0,2,0,3,2,0,0,10,2,3,0,3,2,0,1,5,5,1,1,1,1,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Azo'; 'Thiol']
110,147333212,CCC1CCCCC1=C=C,10,0,0,0,0,0,0,0,0,0,0,10,2,2,0,6,0,0,1,0,0,0,0,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Allenic carbon']
111,144145301,CN(CC1=NN=CC=C1)N,6,0,0,0,0,0,0,2,2,0,0,10,4,0,0,3,3,0,2,4,4,2,1,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
112,74393488,C=CCC1CCC(O1)CO,8,0,0,0,0,0,0,0,0,1,1,10,4,1,0,5,0,0,3,4,2,1,1,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether']
113,151527581,C1CN(CC=C1)CN=[N+]=[N-],6,0,0,0,0,0,0,3,1,0,0,10,2,2,0,5,1,0,2,4,4,0,0,1,1,1,3,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Azo']
114,69714657,CC(C)NC1=CN=NC=N1,6,0,0,0,0,0,0,1,3,0,0,10,4,0,0,3,3,0,2,4,4,1,1,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
115,57741635,CC1CNCCC1C(=O)C,8,0,0,0,0,0,0,0,1,1,0,10,3,1,0,6,0,0,1,3,2,1,1,0,0,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ketone'; 'Amine']
116,130068068,CC1(COCC(O1)C=O)C,7,0,0,0,0,0,0,0,0,1,2,10,3,1,0,6,0,0,1,6,3,0,0,0,0,3,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Aldehyde']
117,116949105,CCC(CC(C)(C)N)NC,8,0,0,0,0,0,0,2,0,0,0,10,9,0,0,0,0,0,4,2,2,3,2,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
118,80492282,CNC(C#C)C1=CSC=N1,7,0,0,0,0,1,0,1,1,0,0,10,4,0,1,3,2,0,2,2,2,1,1,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Amine']
119,53426114,C#CC=CC1=CC=NC=C1,9,0,0,0,0,0,0,0,1,0,0,10,2,1,1,3,3,0,1,1,1,0,0,0,0,1,3,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Vinylic carbon'; 'Acetylenic carbon']
120,147775338,CC(=O)C1=CSN=CC=C1,7,0,0,0,0,1,0,0,1,1,0,10,2,1,0,4,3,0,1,3,2,0,0,0,0,2,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
121,150682458,CC1CCC(C1)NN=[N+]=[N-],6,0,0,0,0,0,0,4,0,0,0,10,3,2,0,5,0,0,2,4,4,1,1,1,1,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Azo']
122,148179644,CCNCCOC1(CC1)C,8,0,0,0,0,0,0,1,0,1,0,10,7,0,0,3,0,0,5,3,2,1,1,0,0,2,5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
123,81873714,CCC(CN)(COCC)O,7,0,0,0,0,0,0,1,0,2,0,10,9,0,0,0,0,0,5,5,3,3,2,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
124,151331122,CC(C(C(=O)O)N(N)N)O,4,0,0,0,0,0,0,3,0,3,0,10,8,1,0,0,0,0,3,9,6,6,4,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
125,151304239,C1=C(OC=C1N=[N+]=[N-])OO,4,0,0,0,0,0,0,3,0,2,1,10,3,2,0,3,2,0,2,9,6,1,1,1,1,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Hydroxyl'; 'Ether'; 'Azo']
126,54180236,CC(C)C(OC)OC(=O)C,7,0,0,0,0,0,0,0,0,3,0,10,8,1,0,0,0,0,3,6,3,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester']
127,126547342,C1CC=C2C(CCC2=C1)N,9,0,0,0,0,0,0,1,0,0,0,10,1,0,0,8,2,0,0,1,1,2,1,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amine']
128,65278140,CC(CN1C=C(C=N1)N)O,6,0,0,0,0,0,0,1,2,1,0,10,5,0,0,3,2,0,2,5,4,3,2,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
129,14494371,C1CNC(=S)NC1N=[N+]=[N-],4,0,0,0,0,1,0,3,2,0,0,10,1,3,0,6,0,0,1,5,5,2,2,1,1,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Azo']
130,126973525,C(CSCCO)C(CO)O,6,0,0,0,0,1,0,0,0,3,0,10,9,0,0,0,0,0,6,6,3,3,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
131,143358938,CC(=C)NCN(C)C(=O)C,7,0,0,0,0,0,0,2,0,1,0,10,7,2,0,0,0,0,3,4,3,1,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amide'; 'Amine']
132,69637768,C1C(=O)C(OC1=O)C(=O)O,5,0,0,0,0,0,0,0,0,4,1,10,2,3,0,5,0,0,1,10,5,1,1,0,0,4,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Ketone'; 'Carboxylic acid'; 'Ester']
133,149093193,C/C(=C\N=C(C)C=C)/CN,8,0,0,0,0,0,0,2,0,0,0,10,6,3,0,0,0,0,3,2,2,2,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine'; 'Imine']
134,123789429,CC1(C(=O)N(C(O1)O)C)C,6,0,0,0,0,0,0,0,1,2,1,10,4,1,0,5,0,0,0,7,4,1,1,0,0,5,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amide']
135,84107423,C1C(CNN1)C2=CC=CS2,7,0,0,0,0,1,0,0,2,0,0,10,1,0,0,8,2,0,1,2,2,2,2,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amine']
136,148185078,CNOC1=CC=CC=C1N,7,0,0,0,0,0,0,2,0,1,0,10,4,0,0,3,3,0,2,4,3,3,2,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
137,13326601,CC/C(=C/C1=NCCO1)/N,7,0,0,0,0,0,0,1,1,0,1,10,4,1,0,4,1,0,2,4,3,2,1,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Amine']
138,129802049,CCOC(CC=O)C=CC,8,0,0,0,0,0,0,0,0,2,0,10,7,2,0,0,0,0,5,4,2,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Aldehyde']
139,139755158,CC1=CC(=CC(=C1)O)CS,8,0,0,0,0,1,0,0,0,1,0,10,4,0,0,3,3,0,1,2,1,1,1,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Thiol']
140,144534843,CC/C=C(\C)/NC(C)CC,9,0,0,0,0,0,0,1,0,0,0,10,8,1,0,0,0,0,4,1,1,1,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
141,145837481,CCC(NN1NC=CS1)O,5,0,0,0,0,1,0,1,2,1,0,10,5,0,0,4,1,0,3,5,4,3,3,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Amine']
142,23055930,C1CCC(C1)CCC(=O)S,8,0,0,0,0,1,0,0,0,1,0,10,4,1,0,5,0,0,3,2,1,0,0,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Thiol']
143,151404059,COC1=NOC(=C1)N=[N+]=[N-],4,0,0,0,0,0,0,3,1,1,1,10,3,2,0,3,2,0,2,8,6,0,0,1,1,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Azo']
144,142010210,CC(=NC)C(=CN)C(=O)N,6,0,0,0,0,0,0,3,0,1,0,10,6,3,0,0,0,0,2,5,4,4,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amide'; 'Amine'; 'Imine']
145,144132625,CC=C(C)C(=C(C)C)NC,9,0,0,0,0,0,0,1,0,0,0,10,7,2,0,0,0,0,2,1,1,1,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
146,144512471,CC.CCC1=C(C=CC1)C,10,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,2,0,1,0,0,0,0,0,0,4,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
147,143411806,C/C=C\CC/C=C(/C)\C=C,10,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,4,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
148,84648462,CC1CC1(CCC2CC2)N,9,0,0,0,0,0,0,1,0,0,0,10,5,0,0,6,0,0,3,1,1,2,1,0,0,2,2,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
149,118104365,C1C=CC2=C1NC(S2)C=N,7,0,0,0,0,1,0,1,1,0,0,10,1,1,0,7,2,0,1,2,2,2,2,0,0,1,1,0,0,5,3,0,0,0,2,0,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amine']
150,82719607,CC1C(CCO1)(CCN)O,7,0,0,0,0,0,0,1,0,1,1,10,5,0,0,5,0,0,2,5,3,3,2,0,0,3,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
151,90315790,C/C=C\C(C)CC(C)(C)O,9,0,0,0,0,0,0,0,0,1,0,10,8,1,0,0,0,0,3,2,1,1,1,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
152,58898509,CC1C(C(=O)CC1=O)SC,7,0,0,0,0,1,0,0,0,2,0,10,3,2,0,5,0,0,1,4,2,0,0,0,0,4,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ketone']
153,137154023,C1=C(C(=O)NC(=O)N1)N=N,4,0,0,0,0,0,0,2,2,2,0,10,1,3,0,3,3,0,1,8,6,3,3,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Azo']
154,129783224,CCN1C(S(=O)CC1=O)S,5,0,0,0,0,2,0,0,1,2,0,10,3,2,0,5,0,0,1,5,3,0,0,0,0,4,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Thiol']
155,148008788,C1CC(CCC=C1)N2CC2,9,0,0,0,0,0,0,0,1,0,0,10,1,0,0,9,1,0,1,1,1,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
156,21867975,CC1=CC(=CN=C1C)C=C,9,0,0,0,0,0,0,0,1,0,0,10,3,1,0,3,3,0,1,1,1,0,0,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
157,53755389,CC(C)CC1CCCSC1,9,0,0,0,0,1,0,0,0,0,0,10,4,0,0,6,0,0,2,0,0,0,0,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
158,101841279,CN[C-]=NC1=CC=CC=N1,7,0,0,0,0,0,0,2,1,0,0,10,3,1,0,3,3,0,2,3,3,1,1,1,0,1,3,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
159,144476600,CC.CN(C)/C=C/C(=O)O,7,0,0,0,0,0,0,1,0,2,0,10,6,2,0,0,0,0,2,5,3,1,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid']
160,13451954,CCCC(=O)C1CC1OC,8,0,0,0,0,0,0,0,0,2,0,10,6,1,0,3,0,0,4,4,2,0,0,0,0,3,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ketone']
161,54245274,CC(NCCOCCO)O,6,0,0,0,0,0,0,1,0,3,0,10,9,0,0,0,0,0,6,7,4,3,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
162,133622782,C\1CN(C/C1=N\O)C(=O)N,5,0,0,0,0,0,0,2,1,2,0,10,3,2,0,5,0,0,0,7,5,3,2,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
163,17801940,C=C(C1CCCO1)C(=O)[O-],7,0,0,0,0,0,0,0,0,2,1,10,3,2,0,5,0,0,2,7,3,0,0,1,0,3,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
164,84106993,CN1CC(OC1=O)CC#N,6,0,0,0,0,0,0,1,1,1,1,10,3,1,1,5,0,0,1,6,4,0,0,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Nitrile']
165,150803801,CCC(CC)(CC)C(=N)[O-],8,0,0,0,0,0,0,1,0,1,0,10,8,1,0,0,0,0,4,4,2,1,1,1,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane']
166,130122797,CCC(=CC#CCCO)C,9,0,0,0,0,0,0,0,0,1,0,10,7,1,1,0,0,0,2,2,1,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Acetylenic carbon'; 'Hydroxyl']
167,18970512,C1CSSC2=C1SC(=S)S2,5,0,0,0,0,5,0,0,0,0,0,10,0,1,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane']
168,88132980,CCCCCN=C/C=C/C,9,0,0,0,0,0,0,1,0,0,0,10,7,2,0,0,0,0,5,1,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Imine']
169,123450674,CC(C)(C(=CN=C)C=C)O,8,0,0,0,0,0,0,1,0,1,0,10,6,3,0,0,0,0,3,3,2,1,1,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
170,149315436,CCC1CC=C=C1C(C)C,10,0,0,0,0,0,0,0,0,0,0,10,5,0,0,3,2,0,2,0,0,0,0,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Allenic carbon']
171,79566826,CCOCC(C)(COC)O,7,0,0,0,0,0,0,0,0,3,0,10,9,0,0,0,0,0,5,6,3,1,1,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
172,143081168,CC1=CN=CN1CCSC,7,0,0,0,0,1,0,0,2,0,0,10,5,0,0,3,2,0,3,2,2,0,0,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
173,151246383,C=C1C=CC(=C1)SN=[N+]=[N-],6,0,0,0,0,1,0,3,0,0,0,10,2,3,0,3,2,0,2,3,3,0,0,1,1,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Vinylic carbon'; 'Azo']
174,139640628,C(CSCCSC#CO)O,6,0,0,0,0,2,0,0,0,2,0,10,8,0,1,0,0,0,5,4,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Hydroxyl']
175,54529917,CCN1C=CC(=CC1O)C,8,0,0,0,0,0,0,0,1,1,0,10,4,0,0,4,2,0,1,3,2,1,1,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
176,105428620,C1CN(NC1=O)CCCO,6,0,0,0,0,0,0,0,2,2,0,10,4,1,0,5,0,0,3,6,4,2,2,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide']
177,149161047,C(#N)ON(C(=O)O)N=[N+]=[N-],2,0,0,0,0,0,0,5,0,3,0,10,5,3,1,0,0,0,2,11,8,1,1,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hydroxyl'; 'Carboxylic acid'; 'Nitrile'; 'Azo']
178,136484959,C1CN2C(=CN=NC2=N)N1,5,0,0,0,0,0,0,1,4,0,0,10,0,1,0,7,3,0,0,5,5,2,2,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Amine']
179,21793372,CCC1COC(=N1)OCC,7,0,0,0,0,0,0,0,1,1,1,10,5,0,0,4,1,0,2,5,3,0,0,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether']
180,147853953,CN1CCC(CC1)N2CC2,8,0,0,0,0,0,0,0,2,0,0,10,2,0,0,9,0,0,1,2,2,0,0,0,0,1,0,0,0,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane']
181,152633752,CCCC(C)(N=[N+]=[N-])OS,5,0,0,0,0,1,0,3,0,1,0,10,7,2,0,0,0,0,4,5,4,0,0,1,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Azo'; 'Thiol']
182,148837798,CC1(CC1(C)[N+](=C)C=C)C,9,0,0,0,0,0,0,1,0,0,0,10,5,2,0,3,0,0,2,1,1,0,0,0,1,5,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
183,12896925,COC1C(C(CCO1)O)O,6,0,0,0,0,0,0,0,0,3,1,10,4,0,0,6,0,0,1,8,4,2,2,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
184,123149562,CNCCCC=CN(C)C,8,0,0,0,0,0,0,2,0,0,0,10,8,1,0,0,0,0,5,2,2,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
185,142752875,C1CS(=N)(=O)CCC1C=O,6,0,0,0,0,1,0,1,0,2,0,10,1,3,0,6,0,0,1,5,3,1,1,0,0,3,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Aldehyde']
186,88026473,CC(=[N+]=[N-])CN=NNC=O,4,0,0,0,0,0,0,5,0,1,0,10,5,4,0,0,0,0,4,7,6,1,1,1,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Azo']
187,88171509,C=CC(C(=O)C=C)N=C=O,7,0,0,0,0,0,0,1,0,2,0,10,4,5,0,0,0,0,4,5,3,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
188,147664608,C=CNCC=[N+]1CCCC1,8,0,0,0,0,0,0,1,1,0,0,10,3,2,0,5,0,0,3,2,2,1,1,0,1,1,4,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
189,12411052,CS(=O)SC1=CC=CC=C1,7,0,0,0,0,2,0,0,0,1,0,10,3,1,0,3,3,0,2,2,1,0,0,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
190,141929241,CC(=O)/C(=C/C=NC)/C=C,8,0,0,0,0,0,0,1,0,1,0,10,5,4,0,0,0,0,3,3,2,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone'; 'Imine']
191,81186885,CCCCS(=O)C(C)CN,7,0,0,0,0,1,0,1,0,1,0,10,8,1,0,0,0,0,5,3,2,2,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
192,79124658,C1CC(C1)(CN)C(C=O)O,7,0,0,0,0,0,0,1,0,2,0,10,5,1,0,4,0,0,3,5,3,3,2,0,0,3,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Aldehyde'; 'Amine']
193,88654665,CCC1=CC(=CC=C1)OO,8,0,0,0,0,0,0,0,0,2,0,10,4,0,0,3,3,0,2,4,2,1,1,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
194,135258651,CC1=CN(C(=NC)C=C1)C,8,0,0,0,0,0,0,1,1,0,0,10,3,1,0,3,3,0,0,2,2,0,0,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
195,17971312,COC1=CC=CC(=C1[O-])[O-],7,0,0,0,0,0,0,0,0,3,0,10,4,0,0,3,3,0,1,8,3,0,0,2,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
196,131994289,CN(C)C/C(=C/N(C)N)/N,6,0,0,0,0,0,0,4,0,0,0,10,8,1,0,0,0,0,3,4,4,4,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
197,53632851,CCC(=O)N(CC(C)C)N,7,0,0,0,0,0,0,2,0,1,0,10,8,1,0,0,0,0,3,4,3,2,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
198,84107064,CN1CC(NC(=O)C1)CN,6,0,0,0,0,0,0,1,2,1,0,10,3,1,0,6,0,0,1,5,4,3,2,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
199,138592678,CCC(/C=C\SN)C(C)C,8,0,0,0,0,1,0,1,0,0,0,10,8,1,0,0,0,0,4,1,1,2,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
200,140335698,C1COCC1C(=NO)C#N,6,0,0,0,0,0,0,2,0,1,1,10,3,1,1,5,0,0,1,6,4,1,1,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Nitrile']
201,139619771,CCCC(=COC(=O)C)C,8,0,0,0,0,0,0,0,0,2,0,10,7,2,0,0,0,0,3,4,2,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ester']
202,131537272,CN1C(=CC(=N1)N)CC#N,6,0,0,0,0,0,0,2,2,0,0,10,4,0,1,3,2,0,1,4,4,2,1,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Nitrile']
203,57289871,CCCC(C(=O)N)N(C)C,7,0,0,0,0,0,0,2,0,1,0,10,8,1,0,0,0,0,4,4,3,2,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide']
204,68094878,CC1CCCCN(CC1)C,9,0,0,0,0,0,0,0,1,0,0,10,2,0,0,8,0,0,0,1,1,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,['Alkane']
205,102319463,C12=NN=C3N1C(=NN2)N=N3,3,0,0,0,0,0,0,0,7,0,0,10,0,0,0,6,6,0,0,7,7,1,1,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,4,3,[]
